company,battalion,m4_qual_category,m4_score,BrigadeName,grade_unmapped,fms_grade_type,primary_specialty_code,billet_specialty,designation_of_duties_performed,asi_and_sqi,time_in_active_service_years,age_bracket,sex,height,weight,height_weight_pass,body_fat_percent,aft_pass,aft_score_total,aft_score_plank,aft_score_push_up,aft_score_sprint_drag_carry,aft_score_2mi_run,aft_score_alt_aerobic,aft_raw_plank,aft_raw_plank_seconds,aft_raw_deadlift,aft_deadlift_score,aft_raw_push_up,aft_raw_sprint_drag_carry,aft_raw_2mi_run,aft_raw_sprint_drag_carry_seconds,aft_raw_2mi_run_seconds,aft_raw_alt_aerobic
D,1st Battalion,Expert,37,173rd Airborne Brigade,E7,Enlisted,11B,11B,Medic,,7.4,26-30,M,69,157,TRUE,20.3,FALSE,379,90,70,80,90,NA,3:31,211,148,49,36,2:02,13:06,121.9,786,NA
A,1st Battalion,Marksman,25,173rd Airborne Brigade,E4,Enlisted,31B,31B,Rifleman,,2.6,22-25,M,73,183,TRUE,24.8,TRUE,405,70,90,80,70,NA,2:22,142,331,95,51,2:09,17:18,129.2,1038,NA
D,2nd Battalion,Marksman,26,173rd Airborne Brigade,E2,Enlisted,11B,11B,Squad Leader,,3.4,22-25,M,65,175,TRUE,20.4,FALSE,340,80,80,70,60,NA,2:49,169,149,50,48,2:29,19:22,148.9,1162,NA
D,1st Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,11B,11B,Medic,,22.2,41+,M,69,209,FALSE,28.1,TRUE,365,60,80,60,70,NA,1:50,110,320,95,43,2:39,17:16,158.8,1036,NA
A,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,11C,11C,Medic,B4,24.4,41+,F,63,168,TRUE,28.5,FALSE,341,90,60,60,80,NA,3:23,203,154,51,27,2:32,15:21,151.5,921,NA
C,1st Battalion,Marksman,24,173rd Airborne Brigade,E3,Enlisted,31B,31B,Gunner,B4,23.4,41+,M,68,144,TRUE,21,TRUE,410,90,80,60,80,NA,3:02,182,340,100,42,2:34,14:35,154.3,875,NA
C,1st Battalion,Marksman,27,173rd Airborne Brigade,E3,Enlisted,13B,13B,Squad Leader,,9.7,26-30,M,72,171,TRUE,21.8,TRUE,385,70,90,70,70,NA,2:20,140,297,85,58,2:16,18:00,136.2,1080,NA
A,3rd Battalion,Unqualified,15,173rd Airborne Brigade,E4,Enlisted,11B,11B,Medic,,6.7,26-30,M,67,232,TRUE,20.6,FALSE,386,80,80,80,56,NA,2:37,157,303,90,47,1:56,20:19,116.5,1219,NA
B,1st Battalion,Marksman,25,173rd Airborne Brigade,E7,Enlisted,92Y,92Y,Team Leader,,13,31-35,F,59,145,TRUE,32.3,TRUE,365,70,90,70,70,NA,2:29,149,202,65,57,2:26,16:26,145.9,986,NA
C,2nd Battalion,Marksman,19,173rd Airborne Brigade,E2,Enlisted,25B,25B,Squad Leader,P,20.5,41+,M,67,172,TRUE,16.5,FALSE,345,70,100,60,60,NA,2:06,126,166,55,67,2:33,19:01,152.9,1141,NA
C,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E1,Enlisted,31B,31B,Squad Leader,,9.7,26-30,M,72,176,TRUE,19.1,TRUE,410,100,70,90,70,NA,4:24,264,279,80,37,1:49,17:30,108.8,1050,NA
A,3rd Battalion,Marksman,24,173rd Airborne Brigade,E3,Enlisted,11C,11C,Admin,P,4.9,22-25,M,72,212,TRUE,18.2,TRUE,365,70,70,70,70,NA,2:23,143,287,85,38,2:14,16:29,134.3,989,NA
C,1st Battalion,Expert,38,173rd Airborne Brigade,E7,Enlisted,25U,25U,Squad Leader,C8,24,41+,M,69,188,TRUE,16.6,TRUE,395,80,70,70,100,NA,2:36,156,252,75,36,2:20,11:28,139.7,688,NA
A,3rd Battalion,Unqualified,16,173rd Airborne Brigade,E4,Enlisted,25B,25B,Squad Leader,,18.3,36-40,M,72,172,TRUE,24.3,TRUE,365,70,90,60,70,NA,2:12,132,251,75,52,2:30,16:45,150.4,1005,NA
A,2nd Battalion,Sharpshooter,27,173rd Airborne Brigade,E8,Enlisted,25B,25B,Platoon Sergeant,,22.1,41+,M,73,140,TRUE,12.2,TRUE,365,80,80,60,70,NA,2:33,153,242,75,41,2:50,16:38,170.5,998,NA
C,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E8,Enlisted,42A,42A,Squad Leader,,0.5,18-21,M,72,154,TRUE,16.1,TRUE,395,90,70,70,100,NA,3:17,197,212,65,36,2:21,11:00,141.4,660,NA
B,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,O3,Officer,68W,68W,Gunner,P,5.6,26-30,M,73,125,TRUE,22,TRUE,400,70,70,90,80,NA,2:02,122,319,90,36,1:49,15:49,109.3,949,NA
A,2nd Battalion,Marksman,21,173rd Airborne Brigade,E5,Enlisted,19D,19D,Rifleman,,11.9,31-35,M,75,188,TRUE,18.1,TRUE,370,80,70,60,80,NA,2:38,158,269,80,36,2:44,14:53,163.5,893,NA
B,1st Battalion,Marksman,25,173rd Airborne Brigade,E7,Enlisted,88M,88M,Driver,B4,24.1,41+,M,77,156,TRUE,9.9,FALSE,304,60,39,70,60,NA,1:30,90,248,75,13,2:18,18:07,138.1,1087,NA
HHC,3rd Battalion,Marksman,23,173rd Airborne Brigade,E4,Enlisted,11B,11B,Driver,V,18.8,36-40,M,66,173,TRUE,17.4,TRUE,365,60,70,90,70,NA,1:43,103,248,75,37,1:48,17:23,107.7,1043,NA
A,3rd Battalion,Expert,35,173rd Airborne Brigade,E2,Enlisted,25U,25U,Rifleman,V,9.4,26-30,M,71,176,TRUE,18.8,FALSE,345,60,70,60,70,NA,1:47,107,281,85,37,2:42,17:50,162.3,1070,NA
A,1st Battalion,Sharpshooter,28,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Driver,,12,31-35,F,62,153,TRUE,33.4,FALSE,355,40,60,80,80,NA,1:00,60,327,95,28,2:09,14:43,129.3,883,NA
B,3rd Battalion,Expert,37,173rd Airborne Brigade,O1,Officer,19D,19D,Driver,,23.6,41+,M,65,194,TRUE,17.5,TRUE,385,80,80,70,70,NA,2:37,157,294,85,40,2:12,17:18,132.1,1038,NA
D,2nd Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,25B,25B,Supply Specialist,,22.6,41+,M,65,158,TRUE,17.5,TRUE,365,60,80,60,80,NA,1:32,92,296,85,40,2:45,15:40,165.2,940,NA
D,1st Battalion,Sharpshooter,33,173rd Airborne Brigade,E6,Enlisted,35F,35F,Team Leader,,9.8,26-30,M,77,175,TRUE,19.5,TRUE,365,90,70,60,70,NA,3:57,237,251,75,37,2:45,18:00,165.3,1080,NA
B,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,O3,Officer,19D,19D,Rifleman,,5.9,26-30,M,69,181,TRUE,5.4,TRUE,370,70,80,70,80,NA,2:14,134,226,70,48,2:24,15:40,144.4,940,NA
C,3rd Battalion,Marksman,23,173rd Airborne Brigade,E8,Enlisted,11C,11C,Admin,P,6.6,26-30,F,66,146,TRUE,30.7,FALSE,345,45,100,80,60,NA,1:08,68,180,60,62,1:54,19:15,113.5,1155,NA
HHC,1st Battalion,Sharpshooter,33,173rd Airborne Brigade,E6,Enlisted,92Y,92Y,Platoon Sergeant,V,23.5,41+,F,62,167,TRUE,17,TRUE,380,60,90,80,80,NA,1:41,101,225,70,58,2:09,15:42,128.8,942,NA
HHC,1st Battalion,Expert,37,173rd Airborne Brigade,E1,Enlisted,92Y,92Y,Supply Specialist,R,13,31-35,M,71,184,TRUE,21,TRUE,375,60,70,70,80,NA,1:42,102,320,95,38,2:23,15:11,142.9,911,NA
HHC,1st Battalion,Expert,36,173rd Airborne Brigade,E5,Enlisted,42A,42A,Team Leader,P,16.4,36-40,M,74,175,TRUE,6,TRUE,395,70,90,80,80,NA,2:10,130,248,75,57,2:02,15:38,122.3,938,NA
B,3rd Battalion,Expert,37,173rd Airborne Brigade,E6,Enlisted,11B,11B,Gunner,P,4.8,22-25,M,71,191,TRUE,16,FALSE,348,80,60,60,90,NA,2:56,176,175,58,24,2:38,13:38,157.6,818,NA
A,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Gunner,,17.2,36-40,M,69,193,FALSE,26.7,TRUE,375,90,80,80,60,NA,3:37,217,210,65,47,2:02,18:11,121.7,1091,NA
C,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,25U,25U,Gunner,,18.3,36-40,M,72,213,TRUE,8.1,TRUE,380,80,90,60,90,84,2:41,161,193,60,53,2:31,13:51,151.3,831,15:00
C,1st Battalion,Sharpshooter,34,173rd Airborne Brigade,E6,Enlisted,88M,88M,Team Leader,,15.4,36-40,M,70,154,TRUE,14.6,TRUE,365,60,80,70,60,NA,1:44,104,320,95,47,2:29,19:03,149.2,1143,NA
A,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E7,Enlisted,35F,35F,Team Leader,R,10.3,31-35,M,66,203,TRUE,23.3,TRUE,395,90,70,90,70,NA,3:17,197,258,75,31,1:49,16:55,108.6,1015,NA
HHC,3rd Battalion,Marksman,20,173rd Airborne Brigade,E5,Enlisted,92Y,92Y,Squad Leader,,5.4,26-30,M,69,201,TRUE,12.2,TRUE,395,80,80,80,80,NA,2:31,151,246,75,48,2:07,14:03,127,843,NA
C,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E5,Enlisted,19D,19D,Driver,,11.4,31-35,M,72,171,TRUE,16.6,FALSE,378,53,80,100,60,NA,1:19,79,293,85,49,1:28,19:21,88.4,1161,NA
HHC,2nd Battalion,Expert,35,173rd Airborne Brigade,E2,Enlisted,13B,13B,Team Leader,,17.6,36-40,M,66,162,TRUE,18.8,TRUE,415,90,100,80,70,NA,3:46,226,244,75,70,2:05,16:22,124.7,982,NA
C,1st Battalion,Expert,39,173rd Airborne Brigade,E3,Enlisted,25U,25U,Gunner,,10.4,31-35,F,62,166,TRUE,23.9,FALSE,346,59,70,70,100,NA,1:29,89,140,47,35,2:17,12:49,136.9,769,NA
B,1st Battalion,Unqualified,14,173rd Airborne Brigade,E6,Enlisted,13B,13B,Gunner,,14.7,31-35,F,65,189,TRUE,23.7,TRUE,410,90,100,70,70,NA,3:06,186,263,80,70,2:18,16:21,138.3,981,NA
A,1st Battalion,Sharpshooter,27,173rd Airborne Brigade,E5,Enlisted,11B,11B,Admin,P,24.1,41+,M,68,138,TRUE,19.4,TRUE,420,90,80,60,90,NA,3:28,208,340,100,41,2:47,13:18,166.9,798,NA
B,1st Battalion,Expert,40,173rd Airborne Brigade,O1,Officer,42A,42A,Supply Specialist,T,22.8,41+,M,75,170,TRUE,12.6,TRUE,420,90,90,90,80,NA,3:32,212,228,70,51,1:48,15:31,108.3,931,NA
D,1st Battalion,Expert,36,173rd Airborne Brigade,E8,Enlisted,68W,68W,Driver,,22.7,41+,M,67,202,TRUE,17.8,TRUE,395,70,70,70,90,NA,2:22,142,320,95,38,2:20,13:24,139.7,804,NA
A,3rd Battalion,Sharpshooter,33,173rd Airborne Brigade,E6,Enlisted,11B,11B,Squad Leader,V,15.5,36-40,F,63,135,TRUE,13.7,TRUE,410,90,100,70,70,NA,3:05,185,265,80,70,2:23,16:07,143.4,967,NA
B,3rd Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,25B,25B,Medic,S,13.1,31-35,M,72,219,TRUE,21.5,TRUE,425,90,80,90,80,NA,3:13,193,282,85,48,1:45,15:07,105,907,NA
D,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,25U,25U,Squad Leader,B4,17.7,36-40,M,67,178,TRUE,20,TRUE,360,60,70,70,70,92,1:37,97,304,90,36,2:19,16:38,139.1,998,15:00
C,1st Battalion,Marksman,25,173rd Airborne Brigade,O3,Officer,13B,13B,Medic,,21,41+,M,71,171,TRUE,20.8,TRUE,395,70,60,90,90,NA,2:07,127,297,85,27,1:49,13:11,108.8,791,NA
B,1st Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,68W,68W,Squad Leader,,21.1,41+,M,78,157,TRUE,13,TRUE,375,80,90,60,80,NA,2:57,177,206,65,50,2:37,15:18,157.2,918,NA
A,1st Battalion,Expert,37,173rd Airborne Brigade,E2,Enlisted,68W,68W,Team Leader,,18.6,36-40,M,70,179,TRUE,8.3,TRUE,400,100,90,60,80,NA,4:01,241,235,70,56,2:30,15:37,150.5,937,NA
B,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E3,Enlisted,42A,42A,Squad Leader,C8,14.6,31-35,M,69,205,TRUE,13,TRUE,365,70,90,70,70,NA,2:16,136,219,65,59,2:27,17:26,146.8,1046,NA
A,2nd Battalion,Marksman,23,173rd Airborne Brigade,E1,Enlisted,68W,68W,Rifleman,P,18.1,36-40,M,70,194,TRUE,24.9,FALSE,345,60,60,80,70,NA,1:48,108,244,75,23,2:03,17:54,123.2,1074,NA
B,1st Battalion,Marksman,26,173rd Airborne Brigade,E7,Enlisted,11C,11C,Rifleman,B4,20.8,41+,M,68,137,TRUE,23.3,TRUE,360,70,70,80,70,NA,2:17,137,234,70,30,2:09,17:21,128.8,1041,NA
D,2nd Battalion,Sharpshooter,32,173rd Airborne Brigade,E6,Enlisted,88M,88M,Driver,,0.4,18-21,F,63,123,TRUE,23.9,TRUE,375,70,90,70,60,NA,2:09,129,283,85,50,2:17,18:53,136.6,1133,NA
D,1st Battalion,Expert,40,173rd Airborne Brigade,O3,Officer,25B,25B,Medic,,9.1,26-30,M,67,199,TRUE,21.8,TRUE,380,90,70,70,80,88,3:08,188,225,70,39,2:21,14:01,141,841,24:30
A,2nd Battalion,Expert,39,173rd Airborne Brigade,E4,Enlisted,25U,25U,Supply Specialist,C8,23.2,41+,M,67,154,TRUE,17.9,TRUE,365,80,70,80,60,NA,2:52,172,246,75,38,1:55,18:08,115.2,1088,NA
B,3rd Battalion,Sharpshooter,33,173rd Airborne Brigade,E2,Enlisted,11C,11C,Squad Leader,,9.8,26-30,M,69,160,TRUE,15.1,TRUE,405,100,90,60,80,NA,4:14,254,247,75,50,2:37,14:44,156.6,884,NA
HHC,1st Battalion,Marksman,22,173rd Airborne Brigade,E2,Enlisted,11C,11C,Gunner,,9,26-30,M,67,204,TRUE,7.5,FALSE,350,70,70,70,70,NA,2:10,130,228,70,38,2:12,16:17,132.1,977,NA
A,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,25U,25U,Gunner,S,23,41+,M,69,170,TRUE,18,FALSE,352,80,90,22,70,NA,2:49,169,311,90,52,3:25,16:31,205.3,991,NA
A,1st Battalion,Marksman,26,173rd Airborne Brigade,E4,Enlisted,11C,11C,Gunner,,20.6,41+,M,62,207,TRUE,17.6,TRUE,385,70,100,70,70,NA,2:03,123,256,75,60,2:22,16:17,141.6,977,NA
B,2nd Battalion,Marksman,29,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Platoon Sergeant,,1.7,18-21,M,66,277,TRUE,24,FALSE,355,90,60,60,80,NA,3:27,207,210,65,27,2:48,15:40,167.9,940,NA
D,1st Battalion,Expert,37,173rd Airborne Brigade,E6,Enlisted,35F,35F,Medic,,24.2,41+,M,72,183,TRUE,17.6,FALSE,355,55,80,70,60,NA,1:22,82,309,90,42,2:16,18:24,136.1,1104,NA
A,1st Battalion,Sharpshooter,26,173rd Airborne Brigade,E6,Enlisted,25B,25B,Medic,,6,26-30,F,66,110,TRUE,29,TRUE,390,90,90,70,70,NA,3:18,198,238,70,53,2:20,17:04,140.3,1024,NA
C,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E4,Enlisted,31B,31B,Admin,B4,7.3,26-30,M,67,232,TRUE,17.6,FALSE,335,60,80,60,70,NA,1:54,114,200,65,47,2:44,17:53,163.8,1073,NA
A,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E4,Enlisted,13B,13B,Driver,,13.1,31-35,M,68,152,FALSE,28.1,TRUE,405,70,90,80,70,NA,2:21,141,338,95,56,2:07,17:29,127.2,1049,NA
D,3rd Battalion,Expert,38,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Gunner,P,1.6,18-21,M,65,159,TRUE,17.7,TRUE,375,90,70,70,70,NA,3:11,191,251,75,36,2:23,17:40,143.1,1060,NA
A,2nd Battalion,Marksman,23,173rd Airborne Brigade,E5,Enlisted,13B,13B,Driver,,23.2,41+,M,69,166,TRUE,7.2,FALSE,340,80,70,60,70,NA,2:55,175,183,60,38,2:39,16:07,158.6,967,NA
C,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E2,Enlisted,31B,31B,Medic,,24,41+,F,62,149,TRUE,14.5,TRUE,425,80,90,80,80,NA,2:30,150,326,95,59,2:09,15:26,129.2,926,NA
D,3rd Battalion,Expert,33,173rd Airborne Brigade,E2,Enlisted,88M,88M,Platoon Sergeant,,13.9,31-35,M,72,161,TRUE,9.7,TRUE,420,90,100,70,80,NA,3:25,205,268,80,61,2:25,15:17,145.1,917,NA
C,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E8,Enlisted,68W,68W,Gunner,,20.2,41+,M,78,175,TRUE,16.1,TRUE,385,70,100,70,70,NA,2:21,141,249,75,60,2:23,17:06,143.4,1026,NA
A,1st Battalion,Sharpshooter,28,173rd Airborne Brigade,E1,Enlisted,42A,42A,Platoon Sergeant,B4,15.6,36-40,M,69,206,TRUE,17.8,TRUE,380,60,80,80,70,NA,1:30,90,300,90,48,2:06,17:37,125.6,1057,NA
D,1st Battalion,Expert,35,173rd Airborne Brigade,E7,Enlisted,35F,35F,Driver,,3,22-25,M,70,192,TRUE,19.4,TRUE,390,70,80,60,80,NA,2:05,125,340,100,45,2:39,15:34,159.3,934,NA
HHC,1st Battalion,Expert,33,173rd Airborne Brigade,E5,Enlisted,92Y,92Y,Medic,,25,41+,M,71,211,TRUE,14.5,TRUE,405,90,90,70,70,NA,3:20,200,287,85,52,2:17,16:44,136.8,1004,NA
D,2nd Battalion,Marksman,23,173rd Airborne Brigade,E6,Enlisted,42A,42A,Medic,,7.9,26-30,M,63,122,TRUE,13.1,FALSE,344,49,80,70,60,NA,1:13,73,280,85,46,2:18,18:13,138.3,1093,NA
HHC,1st Battalion,Expert,34,173rd Airborne Brigade,E5,Enlisted,31B,31B,Platoon Sergeant,,0.1,18-21,M,69,164,TRUE,18.7,TRUE,375,70,80,80,80,92,2:12,132,218,65,41,1:57,14:36,117.1,876,24:30
C,2nd Battalion,Expert,35,173rd Airborne Brigade,O2,Officer,68W,68W,Medic,,4.7,22-25,M,73,179,TRUE,16.9,TRUE,405,60,100,80,70,NA,1:46,106,320,95,61,1:57,16:17,117.1,977,NA
D,3rd Battalion,Sharpshooter,35,173rd Airborne Brigade,E3,Enlisted,11B,11B,Squad Leader,S,2.4,22-25,M,68,194,TRUE,25.1,TRUE,415,70,90,80,80,NA,2:27,147,322,95,58,1:58,14:44,118.1,884,NA
D,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E2,Enlisted,25U,25U,Gunner,,8.4,26-30,F,70,150,TRUE,26.9,TRUE,375,90,70,70,70,NA,3:18,198,247,75,37,2:29,17:53,148.9,1073,NA
D,1st Battalion,Expert,36,173rd Airborne Brigade,O4,Officer,13B,13B,Medic,B4,12.9,31-35,M,74,150,TRUE,15.9,TRUE,360,60,70,60,90,NA,1:59,119,265,80,32,2:41,13:41,160.9,821,NA
A,1st Battalion,Expert,36,173rd Airborne Brigade,E5,Enlisted,88M,88M,Team Leader,P,21.3,41+,M,74,208,TRUE,22.7,TRUE,360,70,70,70,80,NA,2:27,147,227,70,39,2:19,14:49,139,889,NA
C,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E4,Enlisted,13B,13B,Team Leader,S,22.2,41+,M,72,198,TRUE,16.2,TRUE,390,80,90,70,80,NA,2:41,161,236,70,51,2:27,14:26,147,866,NA
C,3rd Battalion,Marksman,22,173rd Airborne Brigade,E3,Enlisted,68W,68W,Driver,,23.5,41+,M,72,208,TRUE,12.7,TRUE,360,80,70,70,60,NA,2:48,168,277,80,38,2:17,19:57,136.7,1197,NA
B,1st Battalion,Expert,38,173rd Airborne Brigade,E3,Enlisted,42A,42A,Medic,,7.6,26-30,M,71,196,FALSE,26.5,FALSE,324,70,54,80,60,NA,2:07,127,185,60,18,2:07,18:46,127.1,1126,NA
A,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,11C,11C,Platoon Sergeant,P,19.2,36-40,M,72,137,TRUE,10.6,TRUE,415,90,80,100,70,NA,3:42,222,246,75,48,1:20,16:22,80,982,NA
C,2nd Battalion,Marksman,27,173rd Airborne Brigade,E8,Enlisted,68W,68W,Admin,,21.7,41+,M,69,212,TRUE,25.9,TRUE,370,70,80,70,70,NA,2:29,149,260,80,42,2:15,17:30,134.8,1050,NA
D,2nd Battalion,Expert,35,173rd Airborne Brigade,E4,Enlisted,68W,68W,Supply Specialist,P,0.6,18-21,M,68,171,TRUE,19.7,TRUE,385,80,80,70,80,NA,2:51,171,254,75,47,2:21,15:35,140.7,935,NA
HHC,3rd Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,35F,35F,Medic,,12.9,31-35,M,67,155,TRUE,15.9,TRUE,440,100,100,70,70,NA,4:02,242,340,100,62,2:18,17:04,137.6,1024,NA
A,2nd Battalion,Expert,39,173rd Airborne Brigade,E1,Enlisted,11B,11B,Squad Leader,B4,4.3,22-25,M,64,150,TRUE,16.1,TRUE,360,70,80,70,80,NA,2:28,148,191,60,44,2:21,15:16,141.2,916,NA
D,2nd Battalion,Sharpshooter,34,173rd Airborne Brigade,E4,Enlisted,68W,68W,Platoon Sergeant,P,21.2,41+,M,71,179,TRUE,19.9,TRUE,360,70,80,80,60,NA,2:00,120,228,70,43,2:07,19:55,127.4,1195,NA
C,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E5,Enlisted,31B,31B,Rifleman,P,12.1,31-35,M,66,206,TRUE,17.8,TRUE,400,80,90,70,80,NA,2:57,177,270,80,50,2:17,15:32,136.6,932,NA
C,1st Battalion,Expert,36,173rd Airborne Brigade,E2,Enlisted,35F,35F,Gunner,,15.6,36-40,M,71,158,TRUE,14.9,FALSE,351,70,70,90,56,NA,2:27,147,209,65,34,1:31,20:18,91,1218,NA
HHC,2nd Battalion,Expert,35,173rd Airborne Brigade,E6,Enlisted,68W,68W,Team Leader,S,5.9,26-30,M,71,155,TRUE,14.7,TRUE,375,90,70,70,70,NA,3:17,197,244,75,36,2:20,16:51,139.5,1011,NA
C,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E2,Enlisted,92Y,92Y,Team Leader,C8,11.3,31-35,M,71,131,TRUE,19.5,TRUE,365,60,80,70,70,NA,1:44,104,284,85,44,2:26,16:06,145.9,966,NA
B,3rd Battalion,Marksman,21,173rd Airborne Brigade,E2,Enlisted,25B,25B,Squad Leader,C8,2.9,22-25,M,73,192,TRUE,17,TRUE,380,70,90,70,70,NA,2:14,134,264,80,52,2:15,16:35,135.3,995,NA
HHC,3rd Battalion,Sharpshooter,34,173rd Airborne Brigade,E4,Enlisted,11B,11B,Team Leader,V,13.4,31-35,M,66,194,TRUE,15.1,FALSE,340,70,60,60,70,NA,2:09,129,265,80,24,2:31,16:14,151,974,NA
A,3rd Battalion,Marksman,23,173rd Airborne Brigade,E5,Enlisted,25B,25B,Squad Leader,,16.6,36-40,M,73,174,TRUE,20.2,TRUE,430,90,90,80,80,NA,3:22,202,315,90,55,2:02,14:26,121.8,866,NA
HHC,2nd Battalion,Sharpshooter,34,173rd Airborne Brigade,E5,Enlisted,42A,42A,Gunner,,0,18-21,M,71,162,TRUE,22.7,TRUE,385,70,80,80,80,NA,2:16,136,240,75,48,2:06,15:09,126.1,909,NA
B,3rd Battalion,Sharpshooter,26,173rd Airborne Brigade,E4,Enlisted,11C,11C,Rifleman,,15.7,36-40,M,69,178,TRUE,9.8,TRUE,370,90,90,60,60,NA,3:30,210,226,70,59,2:44,19:01,164.1,1141,NA
A,1st Battalion,Unqualified,18,173rd Airborne Brigade,E2,Enlisted,92Y,92Y,Medic,P,17.5,36-40,M,74,162,TRUE,17.5,TRUE,370,70,100,60,60,NA,2:29,149,271,80,62,2:39,18:02,158.8,1082,NA
D,1st Battalion,Marksman,23,173rd Airborne Brigade,E4,Enlisted,11C,11C,Squad Leader,,16.7,36-40,M,71,202,TRUE,18,TRUE,410,90,70,90,60,NA,3:05,185,340,100,36,1:41,18:56,101.3,1136,NA
B,1st Battalion,Marksman,22,173rd Airborne Brigade,E5,Enlisted,25B,25B,Team Leader,T,18.2,36-40,M,73,190,TRUE,17.5,FALSE,357,57,70,70,80,65,1:26,86,271,80,36,2:17,14:27,136.8,867,24:30
HHC,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E4,Enlisted,19D,19D,Platoon Sergeant,,20.4,41+,M,70,181,TRUE,18.6,TRUE,380,90,80,70,60,NA,3:44,224,274,80,44,2:16,18:38,136.3,1118,NA
C,2nd Battalion,Marksman,26,173rd Airborne Brigade,E3,Enlisted,11C,11C,Gunner,,1.9,18-21,M,73,178,TRUE,21.4,TRUE,385,70,80,60,100,NA,2:06,126,258,75,46,2:49,11:54,168.9,714,NA
B,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,13B,13B,Platoon Sergeant,S,23.4,41+,M,67,129,TRUE,21.2,FALSE,350,60,80,70,70,NA,1:54,114,234,70,47,2:18,16:15,138.5,975,NA
A,2nd Battalion,Expert,39,173rd Airborne Brigade,E3,Enlisted,88M,88M,Team Leader,P,1.9,18-21,M,69,186,TRUE,13,FALSE,374,90,60,59,70,NA,3:23,203,327,95,28,3:01,16:49,180.7,1009,NA
HHC,2nd Battalion,Expert,35,173rd Airborne Brigade,E7,Enlisted,42A,42A,Platoon Sergeant,,5,26-30,F,65,178,TRUE,32.3,TRUE,395,90,80,80,80,NA,3:22,202,201,65,42,1:57,14:53,117.3,893,NA
C,3rd Battalion,Sharpshooter,27,173rd Airborne Brigade,E3,Enlisted,42A,42A,Admin,P,0.4,18-21,F,68,125,TRUE,25.9,TRUE,365,90,80,60,60,NA,3:09,189,242,75,44,2:37,18:31,156.9,1111,NA
B,3rd Battalion,Expert,34,173rd Airborne Brigade,E2,Enlisted,68W,68W,Driver,,15.4,36-40,M,71,168,TRUE,25.1,TRUE,405,90,100,80,60,NA,3:10,190,246,75,64,2:06,20:00,126.4,1200,NA
B,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,88M,88M,Platoon Sergeant,C8,16,36-40,M,70,219,TRUE,11.2,TRUE,440,70,100,80,100,NA,2:03,123,301,90,64,2:09,12:29,128.8,749,NA
HHC,1st Battalion,Expert,31,173rd Airborne Brigade,E5,Enlisted,19D,19D,Gunner,,22.8,41+,M,72,169,TRUE,13.1,TRUE,405,70,100,90,60,NA,2:28,148,295,85,64,1:46,18:16,105.9,1096,NA
A,1st Battalion,Unqualified,19,173rd Airborne Brigade,O2,Officer,92Y,92Y,Squad Leader,T,8.5,26-30,M,70,197,TRUE,14.6,TRUE,410,80,80,80,70,NA,2:45,165,340,100,46,2:09,17:25,128.6,1045,NA
D,1st Battalion,Expert,32,173rd Airborne Brigade,E6,Enlisted,31B,31B,Squad Leader,T,10.5,31-35,M,72,193,TRUE,14.3,TRUE,395,80,80,80,80,NA,2:30,150,246,75,41,2:06,14:36,126.3,876,NA
D,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E8,Enlisted,11B,11B,Platoon Sergeant,P,3.8,22-25,M,69,159,TRUE,19.2,TRUE,395,70,100,80,80,98,2:25,145,200,65,61,2:09,15:01,128.7,901,24:30
