Group,Year,Month,DayOfWeek,Wounded,Killed,Weapon,Region,Country,Target,MaleAttackers,FemaleAttackers
Taliban (IEA),2007,7,5,4,2,Car bomb,Asia,Afghanistan,Security,1,0
Al-Qaeda in the Land of the Islamic Maghreb,2007,12,2,177,45,Car bomb,Africa,Algeria,Political,1,0
Unknown Group,2012,1,4,14,5,Car bomb,Asia,Afghanistan,Political,1,0
Chechen Republic of Ichkeria,2000,6,7,10,4,Car bomb,Europe,Russia,Security,1,0
Unknown Group,2011,1,4,30,3,Boat bomb,Asia,Iraq,Security,1,0
Unknown Group,2006,12,1,2,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2008,8,1,7,5,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2011,10,3,0,5,Car bomb,Asia,Afghanistan,Security,1,0
Al-Qaeda Yemen,2008,9,3,3,10,Car bomb,Asia,Yemen,Political,2,0
Islamic State Yemen,2016,5,4,8,5,Car bomb,Asia,Yemen,Security,1,0
Al-Qaeda in the Arabian Peninsula,2016,5,4,8,5,Car bomb,Asia,Yemen,Security,1,0
Unknown Group,2006,10,2,2,1,Belt bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2014,5,7,14,5,Belt bomb,Asia,Pakistan,Civilian,1,0
Unknown Group,2008,1,3,8,2,Other PBIED,Asia,Pakistan,Security,1,0
Taliban (IEA),2017,4,5,20,35,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2008,5,2,2,1,Other PBIED,Asia,Iraq,Civilian,1,0
Unknown Group,2011,3,3,150,37,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2007,4,3,0,0,Belt bomb,Asia,Afghanistan,Political,1,0
Taliban (IEA),2007,4,1,25,9,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2016,8,7,18,10,Car bomb,Asia,Yemen,Security,1,0
Unknown Group,2013,6,6,0,7,Car bomb,Asia,Syria,Civilian,1,0
Taliban (IEA),2007,3,3,12,6,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,11,5,4,3,Truck bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2011,10,6,2,0,Belt bomb,Asia,Afghanistan,Security,0,1
Lashkar-e Jhangvi al-Almi,2004,5,5,200,20,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2008,2,1,27,38,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State Yemen,2016,5,1,60,40,Belt bomb,Asia,Yemen,Security,1,0
Unknown Group,2017,5,4,6,5,Belt bomb,Africa,Nigeria,Civilian,0,2
Islamic State,2017,1,7,12,7,Car bomb,Asia,Iraq,Civilian,1,0
Islamic State,2014,11,3,23,11,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2007,6,1,15,12,Belt bomb,Asia,Iraq,Security,1,0
Liberation Tigers of Tamil Eelam,1995,7,7,0,10,Scuba bomb,Asia,Sri Lanka,Security,2,1
Islamic State - Wilayat Hind,2019,4,7,20,1,Backpack bomb,Asia,Sri Lanka,Civilian,1,0
National Thoweeth Jama'ath,2019,4,7,20,1,Backpack bomb,Asia,Sri Lanka,Civilian,1,0
Al-Qaeda Central,2005,7,4,340,26,Backpack bomb,Europe,United Kingdom,Civilian,1,0
Unknown Group,2007,7,2,4,4,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State of Iraq,2006,12,2,15,5,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2014,11,7,6,1,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,11,7,12,2,Car bomb,Asia,Afghanistan,Security,1,0
Liberation Tigers of Tamil Eelam,2008,2,5,7,0,Other PBIED,Asia,Sri Lanka,Security,1,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2013,12,5,0,0,Car bomb,Asia,Syria,Civilian,2,0
Kurdistan Workers' Party,1999,7,1,17,0,Belt bomb,Asia,Turkey,Security,0,1
Islamic State,2014,10,1,13,17,Car bomb,Asia,Iraq,Security,1,0
Islamic State West Africa Province,2015,7,5,100,150,Belt bomb,Africa,Nigeria,Civilian,0,6
Unknown Group,2014,9,3,30,8,Belt bomb,Asia,Iraq,Civilian,1,0
Islamic State - Cyrenaica Province,2015,2,5,13,13,Car bomb,Africa,Libya,Civilian,1,0
Taliban (IEA),2015,3,3,43,7,Truck bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2007,2,1,4,11,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2008,10,6,5,0,Car bomb,Asia,Afghanistan,Security,1,0
Hamas,2001,5,5,0,0,Car bomb,Asia,Palestine,Security,1,0
Boko Haram (Shekau Faction),2017,4,1,0,0,Unspecified PBIED,Africa,Cameroon,Civilian,0,1
Islamic State,2014,8,6,0,9,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2015,6,7,0,0,Belt bomb,Africa,Nigeria,Civilian,0,1
Kurdistan Workers' Party,1999,4,1,20,1,Belt bomb,Asia,Turkey,Political,1,0
Palestinian Islamic Jihad,2000,10,4,1,0,Motorcycle bomb,Asia,Palestine,Security,1,0
Unknown Group,2009,8,7,40,17,Belt bomb,Asia,Pakistan,Security,1,0
Hizb-i-Islami,2008,12,1,17,2,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,4,3,0,0,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2009,8,5,0,0,Other PBIED,Asia,Pakistan,Security,1,0
Unknown Group,2007,7,4,50,30,Car bomb,Asia,Pakistan,Civilian,1,0
Unknown Group,2015,10,6,10,3,Belt bomb,Africa,Nigeria,Civilian,0,1
Unknown Group,2007,4,1,60,32,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2005,11,1,0,0,Car bomb,Asia,Afghanistan,Political,1,0
Taliban (IEA),2006,11,2,4,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2009,1,7,65,40,Belt bomb,Asia,Iraq,Civilian,0,1
Unknown Group,2007,5,4,20,30,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2007,12,2,0,0,Belt bomb,Asia,Pakistan,Security,0,1
Unknown Group,2017,12,2,0,5,Unspecified PBIED,Africa,Cameroon,Civilian,1,0
Hamas,2003,8,2,2,2,Belt bomb,Asia,Palestine,Security,1,0
Taliban (IEA),2016,4,7,2,3,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2016,6,3,7,5,Unspecified PBIED,Asia,Afghanistan,Political,1,0
Unknown Group,2010,5,2,1,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,10,2,5,0,Belt bomb,Europe,Russia,Civilian,0,1
Al-Qaeda in the Arabian Peninsula,2014,4,3,14,9,Car bomb,Asia,Yemen,Security,1,0
Taliban (IEA),2009,2,4,10,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,6,5,17,17,Belt bomb,Asia,Iraq,Security,1,0
Islamic State West Africa Province,2015,10,5,17,7,Belt bomb,Africa,Nigeria,Security,0,3
Unknown Group,2006,1,1,39,1,Car bomb,Asia,Iraq,Security,0,1
Unknown Group,2007,9,5,8,11,Truck bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2009,1,6,30,5,Car bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2010,2,3,131,10,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2005,5,7,50,30,Car bomb,Asia,Iraq,Political,1,0
Taliban (IEA),2011,3,1,40,37,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,4,1,3,1,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,3,6,5,2,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2013,10,7,30,12,Belt bomb,Asia,Iraq,Civilian,1,0
Islamic Amal,1983,10,7,88,58,Truck bomb,Asia,Lebanon,Security,1,0
Amal,1983,10,7,88,58,Truck bomb,Asia,Lebanon,Security,1,0
Islamic Jihad Organization (Hezbollah),1983,10,7,88,58,Truck bomb,Asia,Lebanon,Security,1,0
Taliban (IEA),2008,9,7,17,6,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2003,6,6,31,5,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2009,11,4,13,10,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State,2014,7,3,17,8,Belt bomb,Asia,Iraq,Civilian,1,0
Taliban (IEA),2011,8,5,16,8,Car bomb,Asia,Afghanistan,Civilian,1,0
Islamic State,2016,9,7,4,3,Belt bomb,Asia,Iraq,Security,1,0
Islamic State,2016,3,2,170,16,Belt bomb,Europe,Belgium,Civilian,1,0
Unknown Group,2014,1,7,25,5,Belt bomb,Asia,China,Civilian,1,0
Unknown Group,2009,12,4,1,1,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2008,7,7,6,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,2,4,150,73,Belt bomb,Asia,Iraq,Civilian,2,0
Taliban (IEA),2011,2,5,40,11,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State,2016,10,7,0,0,Belt bomb,Asia,Turkey,Security,1,0
Unknown Group,2010,10,4,65,9,Belt bomb,Asia,Pakistan,Civilian,2,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2012,2,5,135,17,Car bomb,Asia,Syria,Security,1,0
Unknown Group,2007,9,4,0,1,Other PBIED,Asia,Iraq,Security,1,0
Arab Socialist Ba'ath Party - Lebanon,1985,8,3,4,3,Car bomb,Asia,Lebanon,Security,1,0
Unknown Group,2009,5,2,3,1,Belt bomb,Asia,Uzbekistan,Security,1,0
Al-Shabaab,2015,7,5,6,3,Car bomb,Africa,Somalia,Civilian,1,0
Tehrik-i-Taliban Pakistan,2012,12,6,46,4,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,8,7,2,7,Car bomb,Asia,Pakistan,Security,1,0
Ansar al-Islam,2003,2,4,0,5,Belt bomb,Asia,Iraq,Security,1,0
Liberation Tigers of Tamil Eelam,1999,12,3,5,4,Boat bomb,Asia,Sri Lanka,Security,4,0
Unknown Group,2007,3,3,29,30,Belt bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2015,1,7,48,4,Car bomb,Africa,Nigeria,Civilian,1,0
Islamic Jihad Union,2004,3,1,0,4,Belt bomb,Asia,Uzbekistan,Civilian,0,1
Unknown Group,2007,9,6,42,15,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2006,10,5,9,9,Car bomb,Asia,Afghanistan,Security,1,0
Al-Shabaab,2015,1,4,3,5,Car bomb,Africa,Somalia,Political,1,0
Unknown Group,2017,3,1,8,4,Belt bomb,Africa,Nigeria,Security,1,2
Unknown Group,2007,4,2,0,0,Belt bomb,Africa,Morocco,Security,1,0
Unknown Group,2015,11,3,123,15,Unspecified PBIED,Africa,Nigeria,Civilian,0,2
Unknown Group,2013,12,2,17,4,Belt bomb,Asia,Syria,Security,1,0
Taliban (IEA),2010,10,1,10,3,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2015,2,7,0,3,Motorcycle bomb,Africa,Nigeria,Security,1,0
Unknown Group,2008,9,3,22,1,Car bomb,Asia,Pakistan,Security,1,0
Jamaat-ul-Ahrar,2017,9,1,22,1,Belt bomb,Asia,Pakistan,Security,1,0
Fatah al-Islam,2004,5,5,2,0,Truck bomb,Asia,Palestine,Security,1,0
Popular Resistance Committees,2004,5,5,2,0,Truck bomb,Asia,Palestine,Security,1,0
Palestinian Islamic Jihad,2004,5,5,2,0,Truck bomb,Asia,Palestine,Security,1,0
Islamic State of Iraq and Syria,2014,3,2,7,5,Belt bomb,Asia,Iraq,Security,1,0
Al-Qaeda Central,2011,12,5,83,22,Car bomb,Asia,Syria,Security,0,1
Unknown Group,2015,9,5,5,5,Belt bomb,Africa,Nigeria,Civilian,0,1
Lebanese National Resistance Front,1985,11,2,15,20,Car bomb,Asia,Lebanon,Security,0,1
Arab Socialist Ba'ath Party - Lebanon,1985,11,2,15,20,Car bomb,Asia,Lebanon,Security,0,1
Taliban (IEA),2008,10,4,1,0,Other PBIED,Asia,Afghanistan,Political,1,0
Islamic State - Khorasan Province,2017,10,5,55,56,Belt bomb,Asia,Afghanistan,Civilian,1,0
Unknown Group,2015,2,1,13,4,Mixed,Asia,Syria,Security,1,0
Taliban (IEA),2009,5,2,18,6,Car bomb,Asia,Afghanistan,Political,2,0
Unknown Group,2017,7,2,6,5,Belt bomb,Africa,Nigeria,Security,0,1
Unknown Group,2007,4,4,34,12,Car bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2015,10,2,1,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2005,4,5,6,0,Car bomb,Asia,Iraq,Security,1,0
Islamic State of Iraq and Syria,2014,3,2,47,6,Belt bomb,Asia,Iraq,Political,3,0
Liberation Tigers of Tamil Eelam,1992,11,1,0,4,Motorcycle bomb,Asia,Sri Lanka,Security,1,0
Unknown Group,2012,9,3,0,2,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2009,6,2,2,0,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State,2016,8,5,5,3,Belt bomb,Asia,Iraq,Civilian,1,0
Boko Haram,2015,2,7,32,16,Belt bomb,Africa,Nigeria,Civilian,0,1
Islamic State,2017,1,1,4,1,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2017,1,6,0,0,Belt bomb,Asia,Saudi Arabia,Security,2,0
Al-Qaeda Central,2015,6,1,0,0,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State of Iraq,2007,4,4,30,8,Belt bomb,Asia,Iraq,Political,1,0
Jund al-Sham,2005,3,7,12,1,Car bomb,Asia,Qatar,Civilian,1,0
Unknown Group,2014,1,4,3,1,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,9,5,7,5,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2014,11,3,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2009,4,4,69,56,Belt bomb,Asia,Iraq,Civilian,1,0
Tehrik-i-Taliban Pakistan,2005,5,5,100,25,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2008,8,5,5,3,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,8,3,7,6,Belt bomb,Asia,Iraq,Security,1,0
Lebanese National Resistance Front,1985,8,4,0,1,Car bomb,Asia,Lebanon,Security,1,0
Unknown Group,2011,6,7,17,2,Other PBIED,Asia,Iraq,Security,1,0
Taliban (IEA),2018,5,4,3,0,Car bomb,Asia,Afghanistan,Political,1,0
Islamic State,2015,3,3,8,0,Belt bomb,Asia,Syria,Security,1,0
Unknown Group,2010,3,3,13,12,Car bomb,Asia,Iraq,Security,1,0
Islamic State West Africa Province,2015,9,4,100,15,Belt bomb,Africa,Cameroon,Civilian,0,1
Unknown Group,2015,7,4,12,11,Truck bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,6,7,3,0,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2005,9,3,4,1,Car bomb,Asia,Afghanistan,Security,2,0
Unknown Group,2012,11,4,2,3,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2013,11,1,23,11,Truck bomb,Asia,Syria,Civilian,1,0
Islamic State,2017,5,7,0,2,Unspecified,Asia,Iraq,Security,2,0
Unknown Group,2010,12,7,3,3,Belt bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2007,5,2,0,0,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2014,9,5,7,1,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State of Iraq,2007,10,1,26,29,Motorcycle bomb,Asia,Iraq,Security,1,0
Islamic State - Khorasan Province,2018,6,1,4,9,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,11,7,5,3,Belt bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2010,9,4,138,17,Car bomb,Europe,Russia,Civilian,1,0
Al-Qaeda in the Arabian Peninsula,2009,8,4,1,0,Belt bomb,Asia,Saudi Arabia,Political,1,0
Unknown Group,2012,11,3,62,23,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2006,8,4,3,0,Car bomb,Asia,Afghanistan,Security,1,0
Tehrik-i-Taliban Pakistan,2008,8,2,55,34,Other PBIED,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2007,9,3,8,8,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2006,6,4,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Tehrik-i-Taliban Pakistan,2009,4,6,39,17,Car bomb,Asia,Pakistan,Security,1,0
Mujahideen Shura Council Iraq,2009,7,7,20,6,Belt bomb,Europe,Russia,Political,1,0
Unknown Group,2014,6,7,1,1,Belt bomb,Africa,Nigeria,Security,0,1
Taliban (IEA),2005,10,7,4,0,Car bomb,Asia,Afghanistan,Political,1,0
Islamic State of Iraq,2010,12,3,1,9,Belt bomb,Asia,Iraq,Security,2,0
Unknown Group,2007,4,6,168,65,Car bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2010,4,3,15,4,Car bomb,Asia,Pakistan,Security,1,0
Al-Qaeda in Iraq,2006,8,1,50,14,Car bomb,Asia,Iraq,Political,1,0
Unknown Group,2008,7,4,4,3,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2019,9,1,21,6,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2011,11,7,18,7,Belt bomb,Asia,Afghanistan,Security,1,0
Palestinian Islamic Jihad,2004,1,7,0,0,Belt bomb,Asia,Palestine,Security,1,0
Taliban (IEA),2010,1,4,27,9,Belt bomb,Asia,Afghanistan,Security,1,0
Liberation Tigers of Tamil Eelam,2007,11,3,3,1,Belt bomb,Asia,Sri Lanka,Political,0,1
Unknown Group,2019,4,5,0,1,Belt bomb,Asia,India,Civilian,1,0
Taliban (IEA),2010,3,2,0,2,Belt bomb,Asia,Pakistan,Security,1,0
Palestinian Islamic Jihad,2006,4,1,60,9,Backpack bomb,Asia,Israel,Civilian,1,0
Al-Shabaab,2012,4,2,0,1,Belt bomb,Africa,Somalia,Political,1,0
Unknown Group,2015,6,2,0,0,Belt bomb,Africa,Nigeria,Civilian,0,3
Unknown Group,2017,6,1,2,1,Other PBIED,Africa,Nigeria,Civilian,1,0
Al-Aqsa Martyrs Brigade,2004,2,7,59,8,Belt bomb,Asia,Israel,Civilian,1,0
Taliban (IEA),2007,11,6,3,1,Car bomb,Asia,Afghanistan,Security,1,0
Al-Qaeda in Iraq,2005,4,6,5,3,Car bomb,Asia,Iraq,Political,1,0
Islamic State,2014,8,7,10,10,Truck bomb,Asia,Iraq,Security,1,0
Liberation Tigers of Tamil Eelam,1994,8,3,0,0,Boat bomb,Asia,Sri Lanka,Security,0,1
Unknown Group,2006,7,4,5,6,Other PBIED,Asia,Iraq,Political,1,0
Kurdistan Workers' Party,1999,3,4,4,0,Belt bomb,Asia,Turkey,Security,0,1
Unknown Group,2003,11,3,100,27,Truck bomb,Asia,Iraq,Security,1,0
Unknown Group,2007,8,5,20,2,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2008,5,2,2,1,Belt bomb,Asia,Iraq,Security,1,0
Liberation Tigers of Tamil Eelam,1999,5,6,9,3,Motorcycle bomb,Asia,Sri Lanka,Security,1,0
Liberation Tigers of Tamil Eelam,1999,7,4,5,1,Belt bomb,Asia,Sri Lanka,Political,1,0
Unknown Group,2015,2,6,0,4,Belt bomb,Africa,Nigeria,Civilian,0,1
Tehrik-i-Taliban Pakistan,2008,10,3,0,0,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2013,4,6,4,4,Belt bomb,Asia,Pakistan,Civilian,0,1
Unknown Group,2008,2,2,0,8,Belt bomb,Asia,Iraq,Security,1,0
Al-Qaeda in the Land of the Islamic Maghreb,2007,9,4,174,19,Belt bomb,Africa,Algeria,Political,1,0
Taliban (IEA),2010,10,1,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Tehrik-i-Taliban Pakistan,2011,3,5,37,15,Belt bomb,Asia,Pakistan,Political,1,0
Unknown Group,2008,2,6,17,3,Belt bomb,Asia,Iraq,Civilian,2,0
Taliban (IEA),2007,9,3,3,1,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,12,7,58,16,Car bomb,Asia,Afghanistan,Political,1,0
Lashkar-e Taiba,2005,10,4,0,0,Belt bomb,Asia,India,Security,0,1
Jaish-e-Muhammad,2005,10,4,0,0,Belt bomb,Asia,India,Security,0,1
Islamic State - Tripolitania Province,2016,12,5,13,5,Belt bomb,Africa,Libya,Security,0,1
Unknown Group,2008,1,1,12,0,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2008,6,5,5,0,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2006,11,7,44,22,Car bomb,Asia,Iraq,Civilian,1,0
Jundullah (Pakistan),2015,1,5,50,61,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2008,4,3,14,4,Belt bomb,Asia,Afghanistan,Security,1,0
Hamas,2001,4,7,50,2,Other PBIED,Asia,Israel,Civilian,1,0
Islamic State,2015,7,7,0,50,Truck bomb,Asia,Syria,Security,1,0
Unknown Group,2002,6,1,0,0,Belt bomb,Asia,Israel,Security,1,0
Taliban (IEA),2014,8,7,35,4,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,3,5,3,0,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State Yemen,2016,1,2,4,1,Car bomb,Asia,Yemen,Political,1,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2013,10,4,0,7,Belt bomb,Asia,Syria,Security,1,0
Unknown Group,2016,10,7,2,2,Car bomb,Africa,Somalia,Civilian,1,0
Islamic State,2015,11,5,99,89,Belt bomb,Europe,France,Civilian,3,0
Unknown Group,2016,10,1,1,1,Belt bomb,Africa,Cameroon,Civilian,1,0
Tehrik-i-Taliban Pakistan,2009,12,4,24,4,Belt bomb,Asia,Pakistan,Security,1,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2016,5,3,12,12,Car bomb,Asia,Syria,Security,4,0
Suqour al-Sham,2016,5,3,12,12,Car bomb,Asia,Syria,Security,4,0
Islamic State,2015,10,2,3,2,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2018,2,3,7,4,Belt bomb,Asia,Pakistan,Security,1,0
Unknown Group,2018,8,7,3,3,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State West Africa Province,2015,12,2,0,2,Unspecified,Africa,Cameroon,Civilian,0,1
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2014,1,4,34,4,Car bomb,Asia,Lebanon,Civilian,1,0
Unknown Group,2008,8,7,24,7,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2009,12,3,6,8,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2006,11,2,3,0,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State,2016,5,3,43,17,Belt bomb,Asia,Iraq,Security,1,0
Liberation Tigers of Tamil Eelam,2008,1,4,15,4,Motorcycle bomb,Asia,Sri Lanka,Security,1,0
Unknown Group,2009,5,2,48,7,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2010,10,5,70,26,Belt bomb,Asia,Iraq,Civilian,1,0
Liberation Tigers of Tamil Eelam,1996,7,5,0,28,Boat bomb,Asia,Sri Lanka,Security,4,1
Tehrik-i-Taliban Pakistan,2009,6,5,3,2,Belt bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,2,6,10,5,Car bomb,Asia,Iraq,Civilian,1,0
Al-Aqsa Martyrs Brigade,2003,1,7,106,25,Belt bomb,Asia,Israel,Civilian,2,0
Islamic Jihad Organization (Hezbollah),2003,1,7,106,25,Belt bomb,Asia,Israel,Civilian,2,0
Palestinian Islamic Jihad,2003,1,7,106,25,Belt bomb,Asia,Israel,Civilian,2,0
Tehrik-i-Taliban Pakistan,2009,6,5,105,6,Car bomb,Asia,Pakistan,Civilian,1,0
Tehrik-i-Taliban Pakistan,2012,7,6,16,10,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2004,7,3,13,5,Belt bomb,Asia,Sri Lanka,Security,0,1
Taliban (IEA),2012,4,7,0,3,Belt bomb,Asia,Afghanistan,Security,2,0
Taliban (IEA),2008,6,5,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Tehrik-i-Taliban Pakistan,2008,6,5,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State - Tripolitania Province,2016,8,7,62,13,Car bomb,Africa,Libya,Security,1,0
Unknown Group,2012,1,5,2,0,Car bomb,Asia,Syria,Security,1,0
Taliban (IEA),2011,10,6,4,2,Car bomb,Asia,Afghanistan,Security,1,0
Riyadus Salikhiin,2003,12,5,200,42,Belt bomb,Europe,Russia,Civilian,1,0
Unknown Group,2007,8,1,18,6,Car bomb,Asia,Pakistan,Security,1,0
Al-Shabaab,2016,12,6,3,9,Car bomb,Africa,Somalia,Security,1,0
Unknown Group,2009,9,3,8,1,Belt bomb,Europe,Russia,Security,0,1
Unknown Group,2006,12,5,3,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2015,7,6,80,15,Belt bomb,Africa,Chad,Civilian,1,0
Taliban (IEA),2007,7,2,51,19,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2010,6,4,5,1,Belt bomb,Asia,Iraq,Security,2,0
Unknown Group,2016,2,2,78,61,Belt bomb,Africa,Nigeria,Civilian,0,2
Unknown Group,2007,3,3,25,8,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2006,3,4,0,0,Cart bomb,Asia,Afghanistan,Civilian,1,0
Islamic State,2014,12,1,15,9,Truck bomb,Asia,Syria,Political,2,0
Islamic State,2015,11,5,3,3,Belt bomb,Europe,France,Civilian,3,0
Unknown Group,2006,7,5,0,2,Belt bomb,Asia,Pakistan,Civilian,1,0
Al-Shabaab,2015,4,2,15,11,Car bomb,Africa,Somalia,Political,1,0
Unknown Group,2014,10,6,4,2,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State,2017,8,2,7,3,Belt bomb,Asia,Iraq,Security,0,1
Ansar al-Sunna,2004,2,7,267,30,Belt bomb,Asia,Iraq,Political,2,0
Al-Qaeda in the Arabian Peninsula,2011,10,2,3,1,Belt bomb,Asia,Yemen,Security,1,0
Islamic State,2014,10,4,15,6,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2009,6,4,14,2,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State of Iraq,2009,8,3,117,28,Truck bomb,Asia,Iraq,Political,1,0
Islamic State - Tripolitania Province,2015,11,2,17,5,Truck bomb,Africa,Libya,Security,1,0
Unknown Group,2009,3,4,0,2,Car bomb,Asia,Pakistan,Security,1,0
Al-Qaeda in the Arabian Peninsula,2016,7,1,9,6,Car bomb,Asia,Yemen,Security,1,0
Jamaatul Mujahideen Bangladesh,2005,11,2,16,2,Unspecified,Asia,Bangladesh,Political,1,0
Liberation Tigers of Tamil Eelam,2008,5,6,0,0,Scuba bomb,Asia,Sri Lanka,Security,1,0
Unknown Group,2016,1,1,2,0,Car bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2014,12,3,70,49,Belt bomb,Asia,Yemen,Security,1,0
Unknown Group,2015,8,2,41,5,Belt bomb,Africa,Nigeria,Civilian,0,1
Al-Aqsa Martyrs Brigade,2002,7,2,5,0,Belt bomb,Asia,Israel,Civilian,1,0
Taliban (IEA),2012,2,1,4,2,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,5,5,30,13,Truck bomb,Asia,Iraq,Security,1,0
